Team Number: 37,,,,,
Map Number: 0,,,,,
Unit Length: 40,,,,,
Unit: cm,,,,,
"Origin: (4,0)",,,,,
Notes: None,,,,,
0,0,4,0,0, 
1,1,1,0,0, 
1,0,0,0,0, 
1,1,1,0,0, 
0,0,1,1,1, 
0,0,0,0,1, 
0,0,0,0,5, 
